08/13/2016, 5, 23, 26, 31, 33, 47, 351004, 1000000.0, 20698.0
08/15/2016, 5, 22, 23, 24, 29, 42, 384643, 1100000.0, 15440.0
08/17/2016, 15, 17, 26, 31, 35, 45, 167189, 1200000.0, 15872.0
08/20/2016, 5, 12, 19, 21, 22, 35, 567363, 1300000.0, 31000.0
08/22/2016, 9, 20, 24, 25, 39, 48, 734620, 1400000.0, 16084.0
08/24/2016, 1, 18, 21, 27, 40, 47, 572677, 1500000.0, 15966.0
08/27/2016, 10, 11, 19, 20, 28, 42, 677430, 1600000.0, 23318.0
08/29/2016, 13, 15, 29, 31, 43, 45, 995453, 1700000.0, 11640.0
08/31/2016, 1, 4, 16, 25, 36, 45, 853614, 1800000.0, 24418.0
09/03/2016, 15, 22, 41, 43, 48, 49, 974259, 1900000.0, 16092.0
09/05/2016, 1, 6, 25, 26, 41, 42, 688905, 2000000.0, 9278.0
09/07/2016, 12, 21, 23, 33, 39, 40, 583257, 2100000.0, 13612.0
09/10/2016, 12, 14, 15, 26, 37, 42, 511879, 2200000.0, 19834.0
09/12/2016, 5, 14, 15, 35, 39, 49, 232165, 2300000.0, 10540.0
09/14/2016, 7, 9, 16, 17, 35, 45, 325891, 2400000.0, 19266.0
09/17/2016, 6, 11, 34, 35, 41, 47, 918118, 2500000.0, 20574.0
09/19/2016, 1, 16, 30, 31, 36, 49, 392696, 2600000.0, 10998.0
09/21/2016, 4, 12, 17, 26, 37, 44, 420845, 2700000.0, 19784.0
09/24/2016, 7, 9, 11, 20, 34, 41, 333497, 2800000.0, 27200.0
09/26/2016, 3, 4, 10, 15, 46, 49, 590266, 2900000.0, 15998.0
09/28/2016, 8, 14, 16, 32, 40, 41, 878522, 3000000.0, 12030.0
10/01/2016, 5, 6, 9, 32, 43, 49, 184856, 3100000.0, 20130.0
10/03/2016, 18, 19, 22, 32, 45, 46, 409735, 3200000.0, 12152.0
10/05/2016, 5, 7, 14, 45, 47, 48, 77267, 3300000.0, 16912.0
10/08/2016, 7, 16, 19, 21, 22, 29, 540433, 3400000.0, 35566.0
10/10/2016, 14, 15, 16, 24, 34, 36, 7446, 3500000.0, 12004.0
10/12/2016, 7, 14, 16, 18, 26, 44, 354938, 3600000.0, 19668.0
10/15/2016, 4, 8, 14, 27, 41, 44, 603080, 3700000.0, 20910.0
10/17/2016, 3, 4, 18, 20, 22, 33, 981086, 3800000.0, 20386.0
10/19/2016, 5, 20, 28, 31, 34, 42, 677642, 3900000.0, 17304.0
10/22/2016, 4, 8, 31, 32, 35, 42, 309708, 4000000.0, 21630.0
10/24/2016, 7, 8, 20, 31, 35, 36, 539906, 4100000.0, 16168.0
10/26/2016, 13, 18, 20, 21, 26, 36, 99655, 4200000.0, 15636.0
10/29/2016, 4, 13, 14, 27, 28, 35, 205507, 4300000.0, 25914.0
10/31/2016, 6, 10, 11, 15, 29, 38, 195837, 4400000.0, 20358.0
11/02/2016, 1, 7, 17, 23, 27, 49, 156307, 4500000.0, 27388.0
11/05/2016, 9, 11, 13, 16, 26, 34, 42856, 4600000.0, 35454.0
11/07/2016, 12, 24, 28, 38, 43, 45, 505308, 4700000.0, 13162.0
11/09/2016, 1, 14, 21, 29, 41, 49, 334169, 4800000.0, 13940.0
11/12/2016, 10, 12, 29, 35, 45, 46, 75552, 4900000.0, 22934.0
11/14/2016, 2, 4, 12, 34, 38, 45, 951970, 5000000.0, 17424.0
11/16/2016, 16, 22, 27, 30, 34, 47, 786773, 5100000.0, 15052.0
11/19/2016, 7, 10, 13, 18, 38, 42, 972030, 5200000.0, 25062.0
11/21/2016, 8, 23, 24, 30, 40, 46, 141913, 5300000.0, 13026.0
11/23/2016, 7, 20, 32, 36, 37, 49, 23832, 5400000.0, 19112.0
11/26/2016, 5, 7, 8, 9, 19, 21, 637625, 5500000.0, 43666.0
11/28/2016, 7, 9, 20, 23, 40, 46, 646704, 5600000.0, 18540.0
11/30/2016, 13, 15, 21, 25, 48, 49, 208798, 5700000.0, 19188.0
12/03/2016, 4, 10, 12, 15, 21, 31, 187884, 5800000.0, 44032.0
12/05/2016, 9, 13, 24, 34, 41, 49, 452312, 5900000.0, 11428.0
12/07/2016, 14, 19, 26, 33, 44, 49, 317333, 6000000.0, 17362.0
12/10/2016, 3, 19, 22, 31, 39, 45, 630355, 6100000.0, 24694.0
12/12/2016, 17, 20, 22, 26, 36, 37, 495097, 6200000.0, 10970.0
12/14/2016, 2, 8, 10, 18, 34, 46, 547249, 6300000.0, 17118.0
12/17/2016, 7, 28, 29, 33, 35, 38, 777243, 6400000.0, 21980.0
12/19/2016, 12, 24, 26, 30, 38, 46, 89883, 6500000.0, 13044.0
12/21/2016, 5, 9, 18, 22, 23, 41, 816463, 6600000.0, 25842.0
12/24/2016, 6, 19, 28, 36, 39, 44, 906737, 6700000.0, 26420.0
12/26/2016, 28, 29, 30, 38, 40, 44, 55186, 6800000.0, 15730.0
12/28/2016, 11, 12, 26, 29, 42, 43, 65543, 6900000.0, 15994.0
12/31/2016, 9, 11, 31, 35, 39, 44, 539541, 7000000.0, 28670.0
01/02/2017, 6, 15, 26, 43, 45, 46, 89648, 7100000.0, 13376.0
01/04/2017, 4, 7, 16, 17, 29, 49, 958326, 7200000.0, 22366.0
01/07/2017, 5, 9, 23, 26, 30, 34, 120997, 7300000.0, 29908.0
01/09/2017, 12, 18, 19, 31, 32, 43, 737760, 7400000.0, 14962.0
01/11/2017, 1, 3, 4, 16, 25, 28, 727613, 7500000.0, 23298.0
01/14/2017, 15, 21, 22, 28, 41, 45, 19151, 7600000.0, 24496.0
01/16/2017, 2, 5, 19, 25, 27, 46, 472841, 7700000.0, 23104.0
01/18/2017, 36, 37, 39, 43, 48, 49, 579409, 7800000.0, 13894.0
01/21/2017, 1, 7, 12, 19, 20, 23, 273775, 7900000.0, 49656.0
01/23/2017, 7, 30, 31, 33, 35, 45, 302311, 8000000.0, 19904.0
01/25/2017, 9, 11, 19, 28, 35, 42, 302598, 8100000.0, 31276.0
01/28/2017, 3, 18, 26, 27, 33, 34, 522811, 8200000.0, 26304.0
01/30/2017, 1, 25, 33, 34, 45, 49, 633744, 8300000.0, 13072.0
02/01/2017, 7, 10, 35, 37, 41, 46, 361319, 8400000.0, 13900.0
02/04/2017, 10, 19, 22, 41, 44, 49, 231912, 8500000.0, 29824.0
02/06/2017, 7, 9, 18, 20, 39, 49, 991793, 8600000.0, 18164.0
02/08/2017, 1, 3, 13, 39, 43, 45, 637776, 8700000.0, 19314.0
02/11/2017, 12, 16, 32, 40, 45, 46, 709290, 8800000.0, 25834.0
02/13/2017, 4, 33, 35, 38, 41, 44, 220576, 8900000.0, 13774.0
